x_1,y_1,x_2,y_2,label
393.0135803222656,397.93841552734375,611.802734375,612.899658203125,ascus
653.7930908203125,252.66085815429688,825.2216796875,468.3125,normal
673.5225830078125,627.6300659179688,795.3678588867188,739.2899169921875,normal
838.1763305664062,367.4245300292969,944.865966796875,522.3650512695312,normal
236.96633911132812,336.5438232421875,341.3343811035156,469.6985778808594,normal
511.7273864746094,556.517578125,634.3858032226562,732.864501953125,normal
278.02362060546875,806.2677001953125,440.79327392578125,922.413818359375,normal
97.59053802490234,684.2252197265625,230.54507446289062,903.3267822265625,normal
730.7146606445312,207.52252197265625,873.360595703125,316.76556396484375,normal
256.4015808105469,163.3356475830078,386.4933776855469,337.1036682128906,normal
404.30712890625,603.3980102539062,533.0453491210938,738.5485229492188,normal
104.45475006103516,369.08331298828125,232.7782745361328,575.1273803710938,normal
161.9187469482422,601.4796142578125,287.3128356933594,742.5563354492188,normal
568.3023071289062,411.8739013671875,716.1144409179688,574.2064819335938,normal
665.4053955078125,257.6642761230469,771.08349609375,402.0406188964844,normal
136.54039001464844,330.9026794433594,233.7856903076172,497.9670715332031,normal
388.1398010253906,728.6119995117188,550.9857788085938,853.5665283203125,normal
389.10382080078125,497.10748291015625,627.6392211914062,719.7184448242188,ascus
827.2332763671875,2.1470165252685547,957.2674560546875,145.9872283935547,normal
694.2508544921875,340.0015563964844,828.7025756835938,466.0442199707031,normal
213.05471801757812,454.9402160644531,355.60687255859375,583.0584106445312,normal
820.5591430664062,675.1316528320312,945.6046142578125,803.8237915039062,normal
381.1999206542969,397.1547546386719,624.9421997070312,617.9056396484375,normal
95.11268615722656,133.52012634277344,203.53152465820312,328.61102294921875,normal
644.1874389648438,643.528564453125,785.7774047851562,807.570556640625,normal
