x_1,y_1,x_2,y_2,label
398.3648376464844,410.0728759765625,574.6605224609375,665.7192993164062,ascus
143.46218872070312,521.8883666992188,290.4168701171875,671.3919677734375,normal
40.56545639038086,331.47381591796875,183.3858184814453,470.0576477050781,normal
720.6854248046875,599.3929443359375,829.1195068359375,777.40576171875,normal
248.15585327148438,291.8490905761719,418.5689697265625,415.9827575683594,normal
599.9909057617188,83.62801361083984,739.2201538085938,238.40948486328125,normal
390.5716857910156,248.1913299560547,528.8529052734375,425.3548278808594,normal
200.24557495117188,776.1648559570312,363.0596008300781,902.1582641601562,normal
58.92632293701172,579.3939819335938,161.41604614257812,752.9786376953125,normal
411.7433166503906,769.9876098632812,631.6525268554688,889.92138671875,normal
708.501708984375,521.42822265625,858.3096923828125,631.285888671875,normal
626.8694458007812,792.3946533203125,786.1433715820312,935.0824584960938,normal
547.4970703125,472.17108154296875,675.5139770507812,634.427734375,normal
250.4995880126953,459.9397888183594,376.9608459472656,602.686767578125,normal
406.8844299316406,408.56500244140625,560.2639770507812,672.8192138671875,normal
767.4317016601562,362.18798828125,879.967041015625,547.681640625,normal
343.8714294433594,111.51472473144531,495.1204833984375,245.35765075683594,normal
446.3647155761719,183.81085205078125,575.986328125,306.8937683105469,normal
809.1959228515625,220.2325897216797,927.7449951171875,389.1468811035156,normal
791.1124267578125,159.540283203125,945.2763061523438,280.2502136230469,normal
