x_1,y_1,x_2,y_2,label
234.08572387695312,512.8494262695312,436.587646484375,724.9234008789062,ascus
542.2566528320312,300.791015625,723.3938598632812,577.2324829101562,ascus
767.8976440429688,814.5189819335938,938.0171508789062,947.3019409179688,normal
125.1400375366211,128.65771484375,284.8534240722656,268.313720703125,normal
27.925155639648438,423.30419921875,250.55288696289062,610.374755859375,ascus
458.8636169433594,734.0573120117188,583.1271362304688,866.7896728515625,normal
491.7235107421875,50.77760696411133,609.3097534179688,229.6317901611328,normal
261.9173889160156,709.9931640625,390.01104736328125,894.092529296875,normal
77.29070281982422,760.638427734375,187.1042022705078,938.5419921875,normal
3.2773191928863525,607.073486328125,127.66486358642578,763.4708251953125,normal
125.91474151611328,311.76312255859375,284.3941650390625,478.1412353515625,normal
319.1715393066406,32.43888473510742,459.4259948730469,215.14366149902344,normal
408.0820617675781,334.0289306640625,532.313720703125,475.91314697265625,normal
533.6571044921875,282.9245300292969,715.79296875,596.4489135742188,normal
281.7221374511719,378.4303894042969,457.0750427246094,579.9541015625,ascus
24.508914947509766,423.0328674316406,243.99734497070312,609.3480224609375,normal
281.56494140625,377.20599365234375,456.62738037109375,578.3295288085938,normal
219.58444213867188,501.263427734375,449.0515441894531,738.625,normal
727.5040283203125,572.737060546875,864.0355834960938,741.0208129882812,normal
760.540771484375,237.1322021484375,905.6331176757812,372.5876159667969,normal
289.62469482421875,186.77784729003906,416.6185302734375,335.43853759765625,normal
