x_1,y_1,x_2,y_2,label
673.6100463867188,229.8092498779297,854.8450317382812,357.9714050292969,normal
22.177221298217773,587.0762939453125,146.25901794433594,733.5176391601562,normal
105.23295593261719,374.35992431640625,254.6405792236328,541.04833984375,normal
394.15234375,463.6843566894531,612.10302734375,591.2262573242188,ascus
620.9768676757812,521.5708618164062,807.321533203125,638.7310791015625,normal
496.78076171875,633.6719360351562,625.930908203125,795.8975830078125,normal
639.2841186523438,617.3734130859375,781.2227172851562,767.9829711914062,normal
529.6217651367188,893.1775512695312,666.5919189453125,1016.6527099609375,normal
214.77757263183594,144.10987854003906,319.7244567871094,277.8563232421875,normal
280.8805847167969,613.3919067382812,450.06536865234375,752.638916015625,normal
185.87918090820312,347.21929931640625,332.3105773925781,497.4669494628906,normal
622.044677734375,447.0279541015625,800.7704467773438,782.099365234375,normal
720.2006225585938,825.264892578125,877.8104248046875,991.8750610351562,normal
253.7200469970703,609.1068725585938,383.94366455078125,728.0259399414062,normal
391.9082336425781,455.6483459472656,612.9893798828125,598.5654296875,normal
248.6251678466797,823.5739135742188,389.10662841796875,986.5648193359375,normal
453.4861145019531,296.4752502441406,608.48046875,490.6042785644531,normal
85.73902130126953,854.1283569335938,231.8780975341797,978.8077392578125,normal
24.580463409423828,68.22589111328125,156.06991577148438,214.21148681640625,normal
649.8814697265625,16.219106674194336,753.1336669921875,137.69813537597656,normal
326.879150390625,154.94390869140625,477.4324035644531,300.1160888671875,normal
357.42236328125,300.9960021972656,494.151123046875,403.6175842285156,normal
466.4285888671875,574.5595092773438,612.8745727539062,774.7179565429688,normal
523.0098876953125,49.43955993652344,608.0203857421875,174.99562072753906,normal
894.3033447265625,787.1676635742188,997.3914794921875,945.6159057617188,normal
635.8659057617188,449.81768798828125,788.8985595703125,619.2186279296875,normal
460.80804443359375,291.3944091796875,611.7054443359375,507.50885009765625,ascus
359.74169921875,516.381103515625,615.4230346679688,786.484130859375,normal
64.98703002929688,354.0748291015625,338.32611083984375,543.7771606445312,normal
