x_1,y_1,x_2,y_2,label
389.4345703125,486.07965087890625,643.583251953125,641.8384399414062,ascus
596.5870361328125,819.4653930664062,705.26123046875,941.5809936523438,normal
738.75341796875,846.0319213867188,848.6712036132812,978.7005004882812,normal
166.4744110107422,555.0518188476562,277.056640625,691.1239624023438,normal
4.410478591918945,570.978271484375,168.430419921875,676.4540405273438,normal
249.97454833984375,381.1446533203125,370.2652282714844,500.7401123046875,normal
494.9263916015625,112.72171783447266,644.3329467773438,241.45913696289062,normal
358.0314025878906,258.2464904785156,471.9042053222656,429.7942199707031,normal
50.050086975097656,172.967041015625,215.09097290039062,331.45574951171875,normal
842.052490234375,241.41629028320312,933.8751220703125,440.14361572265625,normal
330.9951171875,121.11326599121094,431.26416015625,266.20037841796875,normal
826.89599609375,538.8807373046875,957.2517700195312,701.1130981445312,normal
279.67138671875,717.6993408203125,412.3059997558594,852.0709228515625,normal
326.44097900390625,621.2489013671875,454.9811706542969,729.8602905273438,normal
718.887939453125,606.2052001953125,842.3504638671875,783.7964477539062,normal
718.726806640625,423.85546875,854.0692749023438,557.5225830078125,normal
555.0385131835938,282.60186767578125,683.8403930664062,390.38372802734375,normal
399.4006652832031,473.630859375,653.3709716796875,651.4109497070312,normal
344.6941833496094,399.2162170410156,508.24261474609375,534.0941162109375,normal
395.3746032714844,32.78064727783203,539.7693481445312,139.5761260986328,normal
599.32470703125,574.1372680664062,758.2177124023438,685.6766967773438,normal
310.3320007324219,486.6912841796875,436.51300048828125,663.0789794921875,normal
118.56803131103516,96.44947052001953,294.19488525390625,233.23907470703125,normal
222.17710876464844,5.593730449676514,372.6028137207031,155.5543975830078,normal
721.7086791992188,253.58851623535156,828.2684936523438,418.4459228515625,normal
648.6982421875,86.71843719482422,802.458251953125,254.99952697753906,normal
880.911865234375,838.7589721679688,970.9273071289062,980.4497680664062,normal
92.26265716552734,322.7546081542969,247.77987670898438,458.89068603515625,normal
