x_1,y_1,x_2,y_2,label
370.4024658203125,483.1868591308594,563.7828369140625,755.0905151367188,ascus
510.821044921875,418.4720153808594,679.08935546875,518.506103515625,normal
147.3094940185547,442.88470458984375,341.2763671875,549.5101318359375,normal
179.8374786376953,355.6122131347656,408.06085205078125,469.59808349609375,normal
856.5545043945312,182.48367309570312,964.3196411132812,335.0146484375,normal
824.2550048828125,608.286376953125,930.9223022460938,803.4046630859375,normal
664.5462646484375,534.9437255859375,821.3246459960938,714.0377197265625,normal
775.4773559570312,418.0382385253906,923.864990234375,603.4224243164062,normal
272.8681640625,667.31982421875,364.6687927246094,874.1365356445312,normal
90.12476348876953,8.19130802154541,193.5047149658203,184.66151428222656,normal
459.4766845703125,215.8508758544922,581.7571411132812,372.7229309082031,normal
771.9292602539062,417.72125244140625,930.2780151367188,601.3413696289062,ascus
611.5066528320312,151.3729248046875,710.2811279296875,305.6310119628906,normal
184.93812561035156,525.35107421875,348.61810302734375,634.7241821289062,normal
546.0131225585938,86.86520385742188,671.6365966796875,239.1666717529297,normal
442.9615783691406,749.872314453125,542.6092529296875,906.3870239257812,normal
178.19378662109375,358.0721130371094,403.9909362792969,470.11968994140625,ascus
561.5810546875,591.7118530273438,666.5662841796875,736.747314453125,normal
365.7687072753906,483.5126037597656,575.6793823242188,764.3076171875,normal
317.8368225097656,102.5286865234375,438.4010925292969,247.02072143554688,normal
794.2561645507812,45.73082733154297,892.275390625,139.5470428466797,normal
