x_1,y_1,x_2,y_2,label
408.6861572265625,424.17529296875,617.0369262695312,621.5558471679688,ascus
92.15339660644531,172.1386260986328,217.04258728027344,297.8986511230469,normal
32.10299301147461,676.927490234375,182.21542358398438,812.5087280273438,normal
809.4054565429688,545.4102783203125,913.474365234375,743.8408203125,normal
494.1296691894531,58.04258728027344,631.2061767578125,222.8808135986328,normal
646.9196166992188,781.486328125,787.3853759765625,883.9961547851562,normal
0.0,545.2328491210938,109.71458435058594,682.5408935546875,normal
348.5435791015625,829.234619140625,472.76849365234375,996.1700439453125,normal
124.54267120361328,545.6753540039062,225.48602294921875,731.734375,normal
408.5844421386719,407.26007080078125,617.0590209960938,631.4871215820312,normal
260.5121154785156,454.2435302734375,379.9584045410156,619.1907348632812,normal
373.3799133300781,137.96983337402344,491.2049255371094,263.3885803222656,normal
156.3352813720703,72.93621063232422,384.1047668457031,206.78024291992188,ascus
157.47926330566406,73.0827407836914,380.07080078125,203.422119140625,normal
648.0543823242188,605.9264526367188,759.829345703125,777.4761352539062,normal
68.85220336914062,317.414306640625,200.4929656982422,448.527099609375,normal
307.3373107910156,225.371826171875,402.31402587890625,371.41107177734375,normal
163.4543914794922,741.3270263671875,311.9856872558594,859.8165283203125,normal
14.349506378173828,57.7037353515625,164.47714233398438,160.5581817626953,normal
750.08935546875,658.7904052734375,880.2474975585938,786.5652465820312,normal
