x_1,y_1,x_2,y_2,label
361.88983154296875,483.0589599609375,565.7196044921875,684.9476318359375,ascus
558.4039306640625,158.78369140625,728.1699829101562,261.4441223144531,normal
516.8974609375,388.6583251953125,713.1522216796875,561.6644287109375,ascus
559.5750122070312,749.6229248046875,679.0809936523438,960.50390625,normal
416.0343017578125,109.65056610107422,549.1112670898438,240.06661987304688,normal
176.2450408935547,775.1367797851562,311.5939025878906,868.8919067382812,normal
92.41162109375,477.9146423339844,247.46731567382812,613.1458740234375,normal
528.3837280273438,249.31300354003906,644.4959716796875,366.2353515625,normal
99.82050323486328,392.1463623046875,247.5210418701172,494.87939453125,normal
770.666259765625,730.97265625,898.4532470703125,835.5304565429688,normal
679.8109741210938,822.4307861328125,786.2989501953125,964.1431274414062,normal
178.0541229248047,60.92322540283203,302.29638671875,188.88075256347656,normal
363.0489501953125,299.44659423828125,467.8912048339844,451.8794860839844,normal
237.3763885498047,214.7500762939453,353.3420104980469,335.82513427734375,normal
358.88104248046875,470.6960754394531,560.5247802734375,694.7470092773438,normal
211.61534118652344,327.6785583496094,371.3834533691406,504.4746398925781,normal
106.35499572753906,235.71839904785156,223.77987670898438,367.16400146484375,normal
162.70828247070312,710.8754272460938,317.1824035644531,863.6317138671875,normal
788.6205444335938,188.92613220214844,882.7344360351562,332.646484375,normal
513.5829467773438,383.5650329589844,716.927978515625,561.9999389648438,normal
382.8601379394531,699.3069458007812,543.2811889648438,826.238525390625,normal
285.1633605957031,602.1566772460938,396.2672424316406,761.041259765625,normal
